,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20
36.6676,3,5,1,1,4,2,4,6,3,9,3,,,,,,,,,,,,,,,1,2,7,3,1,5,4,1,2,3,,6,3,,,,,,,,,,,,,1,,1,1,1,1,2,2,4,6,2,1,1,,2,3,3,,,,,,,,,4,10,3,,2,1,3,2,,,,,,,,,,,,,,,,,,3,,,7,4,3,3,3,1,1,,,,,,,,,,,,,,,,1,1,,6,3,1,,2,6,2,5,3,,,,,,,,,,,,,,5,3,7,3,7,5,2,,4,,,,,,,,,,,,,,,,,4,1,7,4,,3,3,,,,1,1,3,2,5,5,,,,,,,,,,2,8,1,1,2,2,1,2,4,4,6,1,4,2,,,,,,,,,,,,2,6,,2,1,,1,,1,1,2,1,6,2,2,,5,1,2,,,,,,,2,4,,6,1,3,2,5,,1,1,4,3,,,,6,,,4,1,2,,,,1,9,2,1,1,2,3,4,2,2,2,,3,,,,,,,,,,,,,4,1,5,1,4,1,4,1,,2,6,1,1,8,9,9,,,,,,,,,,,,5,1,2,6,6,4,1,2,1,2,9,2,1,2,2,,,,,,,,,2,1,,3,,,1,2,1,1,5,3,3,3,,,,,,,,,,,,1,,4,2,1,1,6,2,5,,1,1,1,2,2,,2,1,1,,,,,,,1,,8,4,3,2,1,1,1,2,1,6,4,,,,,,,,,,,,,,3,2,2,4,1,1,1,4,,3,,5,3,4,3,2,2,,,,,,,,,,1,1,3,1,2,5,1,,,,,,,,,,,,,,,,,2,,5,3,6,2,1,2,5,2,,1,2,6,4,3,1,,,,1,2,2,3,
36.97834,1,4,1,1,3,2,4,6,3,8,3,,,,,,,,,,,,,,,1,2,9,2,1,5,6,1,1,3,,5,3,,,,,,,,,,,,,1,,1,1,1,1,2,2,4,12,2,1,2,,2,3,3,,,,,,,,,5,10,3,,2,1,3,2,,,,,,,,,,,,,,,,,,3,,,7,4,3,3,3,1,2,,,,,,,,,,,,,,,,1,1,,4,3,1,,2,5,2,5,3,,,,,,,,,,,,,,4,3,7,3,10,5,2,,4,,,,,,,,,,,,,,,,,4,1,7,4,,3,4,,,,1,1,3,2,5,3,,,,,,,,,,2,8,1,1,2,1,1,2,3,4,4,1,4,2,,,,,,,,,,,,2,6,,2,1,,1,,1,1,2,1,5,2,2,,5,1,2,,,,,,,2,4,,6,1,3,1,7,,1,1,4,3,,,,6,,,3,1,2,,,,1,9,2,1,2,2,3,2,2,3,2,,3,,,,,,,,,,,,,4,1,5,1,4,1,4,1,,2,6,1,1,8,9,10,,,,,,,,,,,,6,1,2,8,8,4,1,1,1,1,7,2,1,1,3,,,,,,,,,2,1,,4,,,1,2,1,1,5,3,2,3,,,,,,,,,,,,1,,2,2,1,1,5,3,5,,1,1,1,2,2,,2,1,1,,,,,,,1,,10,3,3,4,1,1,1,2,1,5,4,,,,,,,,,,,,,,2,4,2,4,1,1,1,4,,3,,5,3,4,3,2,2,,,,,,,,,,1,1,3,1,3,6,1,,,,,,,,,,,,,,,,,2,,5,3,6,2,1,2,3,2,,1,2,3,3,3,1,,,,1,2,2,3,
37.28908,1,4,1,1,3,2,4,6,3,8,3,,,,,,,,,,,,,,,2,2,6,2,1,5,4,2,1,3,,5,7,,,,,,,,,,,,,1,,1,1,1,1,1,2,4,7,2,1,1,,2,3,3,,,,,,,,,5,9,3,,2,1,3,2,,,,,,,,,,,,,,,,,,3,,,7,3,3,2,3,1,2,,,,,,,,,,,,,,,,1,1,,4,3,1,,1,5,2,5,2,,,,,,,,,,,,,,4,3,10,3,10,5,2,,4,,,,,,,,,,,,,,,,,4,1,5,4,,3,4,,,,1,1,3,2,5,3,,,,,,,,,,2,8,1,1,2,1,1,2,3,6,4,1,5,2,,,,,,,,,,,,2,6,,2,1,,1,,1,1,1,1,5,2,3,,5,1,2,,,,,,,2,5,,4,1,3,1,5,,1,1,4,3,,,,6,,,3,1,3,,,,1,8,2,1,2,2,3,2,2,3,2,,3,,,,,,,,,,,,,4,3,5,1,3,1,4,1,,2,5,1,1,8,10,10,,,,,,,,,,,,5,1,2,7,6,4,1,1,1,1,8,2,1,1,3,,,,,,,,,2,1,,5,,,1,2,1,1,5,3,2,3,,,,,,,,,,,,,,3,2,1,1,4,3,5,,1,1,1,2,2,,2,2,1,,,,,,,1,,8,3,3,4,1,1,1,2,1,4,4,,,,,,,,,,,,,,1,4,2,4,1,1,1,4,,3,,5,3,4,3,2,2,,,,,,,,,,1,1,4,1,5,4,1,,,,,,,,,,,,,,,,,2,,5,3,3,2,1,2,1,2,,1,2,3,3,4,1,,,,1,2,2,3,
37.59983,1,4,1,1,5,2,4,6,4,7,3,,,,,,,,,,,,,,,2,2,6,2,1,5,4,2,1,5,,5,5,,,,,,,,,,,,,,,1,1,1,1,1,2,4,8,2,1,1,,3,4,3,,,,,,,,,3,9,3,,2,1,3,2,,,,,,,,,,,,,,,,,,3,,,6,3,3,2,4,1,1,,,,,,,,,,,,,,,,1,5,,4,3,1,,1,7,2,4,2,,,,,,,,,,,,,,3,3,8,3,8,5,2,,4,,,,,,,,,,,,,,,,,4,1,6,4,,3,4,,,,1,1,2,2,5,3,,,,,,,,,,2,8,1,1,2,1,1,1,3,4,5,1,5,2,,,,,,,,,,,,2,6,,2,1,,1,,1,1,1,1,5,2,3,,5,1,2,,,,,,,3,5,,4,1,4,1,5,,1,1,3,3,,,,5,,,3,1,3,,,,1,8,2,1,2,2,3,2,2,2,2,,3,,,,,,,,,,,,,4,1,5,1,3,1,5,1,,2,5,,1,8,9,9,,,,,,,,,,,,5,1,2,7,6,4,1,1,1,1,8,2,1,1,3,,,,,,,,,2,1,,3,,,1,2,1,1,5,3,2,3,,,,,,,,,,,,,,3,2,1,1,6,3,5,,1,1,1,2,2,,2,2,1,,,,,,,1,,6,3,3,3,1,1,1,2,1,4,4,,,,,,,,,,,,,,1,1,1,4,1,1,1,4,,2,,5,4,4,3,2,2,,,,,,,,,,1,1,4,1,5,4,1,,,,,,,,,,,,,,,,,2,,5,3,3,2,1,1,2,2,,1,2,3,2,4,1,,,,1,2,2,3,
37.91057,1,4,1,1,3,2,4,7,4,7,3,,,,,,,,,,,,,,,3,2,6,2,1,7,4,2,1,4,,6,5,,,,,,,,,,,,,,,1,1,1,,1,2,4,6,2,1,1,,2,4,3,,,,,,,,,3,10,3,,2,1,4,2,,,,,,,,,,,,,,,,,,3,,,8,3,4,2,4,1,1,,,,,,,,,,,,,,,,1,6,,4,3,1,,2,10,2,4,2,,,,,,,,,,,,,,2,3,12,3,9,5,2,,4,,,,,,,,,,,,,,,,,4,1,6,4,,3,4,,,,1,1,2,2,5,3,,,,,,,,,,2,8,1,1,2,1,1,1,3,4,5,1,5,2,,,,,,,,,,,,2,8,,2,1,,1,,2,1,1,1,5,2,3,,5,1,2,,,,,,,3,5,,4,1,4,1,6,,1,1,2,3,,,,7,,,3,1,5,,,,1,8,2,1,1,3,3,2,2,2,2,,3,,,,,,,,,,,,,4,1,5,1,3,1,4,1,,2,5,,1,11,10,10,,,,,,,,,,,,7,,2,8,7,4,1,1,1,1,7,2,1,1,3,,,,,,,,,2,1,,3,,,1,2,1,1,5,3,2,3,,,,,,,,,,,,,,3,2,1,1,4,2,5,,1,3,1,2,2,,1,1,1,,,,,,,1,,6,3,3,4,1,1,1,2,1,4,4,,,,,,,,,,,,,,1,1,2,4,1,1,1,4,,2,,5,6,4,3,2,2,,,,,,,,,,1,1,2,1,5,4,1,,,,,,,,,,,,,,,,,2,,5,3,2,2,1,1,2,2,,1,2,3,2,4,1,,,,1,2,2,3,
38.22131,1,4,1,1,3,2,4,7,4,7,3,,,,,,,,,,,,,,,2,3,6,1,2,7,4,2,2,4,,6,5,,,,,,,,,,,,,,,1,1,1,,1,2,4,12,2,1,1,,2,4,3,,,,,,,,,3,10,3,,2,1,4,2,,,,,,,,,,,,,,,,,,4,,,5,3,4,2,4,1,1,,,,,,,,,,,,,,,,1,2,,4,3,1,,2,6,2,4,2,,,,,,,,,,,,,,2,3,11,4,9,5,3,,4,,,,,,,,,,,,,,,,,4,1,6,4,,3,4,,,,1,1,1,2,5,4,,,,,,,,,,2,8,1,1,2,1,1,1,3,4,5,1,5,2,,,,,,,,,,,,2,6,,2,1,,1,,5,1,1,1,4,2,3,,5,1,2,,,,,,,3,5,,4,1,4,1,4,,1,1,2,3,,,,5,,,4,1,7,,,,1,8,2,1,1,1,2,2,2,2,2,,3,,,,,,,,,,,,,4,1,5,1,3,1,4,1,,2,5,,1,10,10,10,,,,,,,,,,,,6,,3,8,10,4,1,1,1,1,6,2,1,1,2,,,,,,,,,2,1,,3,,,1,2,1,1,5,3,2,3,,,,,,,,,,,,,,2,2,1,1,4,2,5,,1,1,1,3,2,,1,1,1,,,,,,,1,,4,4,3,4,1,1,1,2,1,4,4,,,,,,,,,,,,,,1,1,4,4,1,1,1,4,,2,,5,10,4,3,2,2,,,,,,,,,,1,1,4,1,4,4,1,,,,,,,,,,,,,,,,,3,,6,3,2,2,1,1,2,2,,1,2,3,2,4,1,,,,1,2,2,3,
38.53205,1,9,1,1,3,2,4,7,4,7,3,,,,,,,,,,,,,,,2,3,5,1,2,5,4,2,2,4,,6,5,,,,,,,,,,,,,,,1,1,1,,1,2,4,6,2,1,1,,2,4,3,,,,,,,,,3,9,3,,2,1,3,10,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,4,1,1,,,,,,,,,,,,,,,,1,2,,4,3,1,,1,5,2,4,2,,,,,,,,,,,,,,3,3,8,3,9,5,3,,4,,,,,,,,,,,,,,,,,4,2,6,4,,3,6,,,,1,1,1,2,5,6,,,,,,,,,,2,8,1,1,2,1,1,1,3,4,5,1,5,2,,,,,,,,,,,,2,6,,2,1,,1,,1,1,1,1,4,2,2,,5,1,4,,,,,,,3,6,,4,1,4,1,3,,1,1,2,3,,,,5,,,4,1,7,,,,1,8,2,1,1,1,2,2,2,2,1,,3,,,,,,,,,,,,,4,1,5,1,3,1,6,1,,1,5,,1,11,11,9,,,,,,,,,,,,5,,2,8,7,4,1,1,1,1,6,2,1,1,2,,,,,,,,,2,1,,3,,,1,2,1,,5,5,2,3,,,,,,,,,,,,,,2,3,1,2,4,2,5,,1,1,1,3,2,,1,1,1,,,,,,,1,,4,4,5,4,1,1,1,2,1,4,4,,,,,,,,,,,,,,1,1,1,6,1,1,1,4,,3,,5,6,4,6,2,1,,,,,,,,,,1,1,4,1,3,3,1,,,,,,,,,,,,,,,,,3,,6,3,2,2,1,1,2,2,,1,2,3,2,4,1,,,,1,4,2,3,
38.8428,1,8,1,1,3,2,4,7,4,7,3,,,,,,,,,,,,,,,1,3,5,1,2,6,4,2,2,3,,6,5,,,,,,,,,,,,,,,1,1,1,,1,2,4,11,2,1,1,,2,3,3,,,,,,,,,3,9,3,,2,1,4,4,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,2,1,1,,,,,,,,,,,,,,,,1,2,,4,3,1,,,5,2,4,2,,,,,,,,,,,,,,3,3,8,3,9,6,3,,4,,,,,,,,,,,,,,,,,4,2,9,4,,3,4,,,,1,1,1,2,3,2,,,,,,,,,,2,8,1,1,3,1,1,1,3,4,4,1,3,3,,,,,,,,,,,,2,6,,2,1,,2,,,1,1,1,4,2,2,,5,1,3,,,,,,,3,7,,4,1,4,1,2,,2,1,2,3,,,,5,,,4,1,9,,,,1,8,2,1,1,1,2,2,2,2,1,,3,,,,,,,,,,,,,4,1,5,1,3,1,3,1,,1,5,,1,10,8,10,,,,,,,,,,,,6,,2,8,7,4,1,1,1,1,6,2,1,1,2,,,,,,,,,2,,,3,,,1,2,1,,5,3,2,3,,,,,,,,,,,,,,4,3,1,2,4,2,7,,1,1,1,3,2,,1,1,1,,,,,,,1,,4,4,4,4,1,1,1,2,1,4,5,,,,,,,,,,,,,,1,1,1,4,1,1,1,5,,2,,6,6,5,3,2,1,,,,,,,,,,1,1,2,1,3,3,1,,,,,,,,,,,,,,,,,3,,6,3,2,2,1,2,2,2,,1,2,3,3,3,1,,,,1,4,2,3,
39.15354,1,6,2,1,2,2,4,7,4,7,3,,,,,,,,,,,,,,,2,3,5,,2,6,4,2,2,3,,6,5,,,,,,,,,,,,,,,1,1,1,,1,2,4,9,2,1,1,,2,3,3,,,,,,,,,3,9,3,,2,1,3,2,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,2,1,1,,,,,,,,,,,,,,,,1,4,,4,3,1,,,5,2,4,2,,,,,,,,,,,,,,3,3,8,4,9,5,3,,4,,,,,,,,,,,,,,,,,4,1,7,4,,3,4,,,,1,1,1,2,4,2,,,,,,,,,,2,8,1,1,2,1,1,1,2,4,4,1,3,3,,,,,,,,,,,,3,7,,2,1,,2,,,1,1,1,4,1,2,,5,1,3,,,,,,,4,4,,4,1,4,1,2,,1,1,2,3,,,,5,,,4,1,5,,,,1,8,2,1,1,1,2,2,2,2,1,,3,,,,,,,,,,,,,5,1,5,1,3,1,3,1,,1,5,,1,12,10,10,,,,,,,,,,,,5,,2,8,7,4,1,1,1,1,6,2,2,,2,,,,,,,,,2,,,3,,,1,2,1,,5,3,2,4,,,,,,,,,,,,,,4,3,1,2,4,2,3,,1,1,1,3,2,,1,1,1,,,,,,,1,,4,4,4,4,1,,1,2,1,4,5,,,,,,,,,,,,,,1,1,1,6,1,1,1,5,,2,,6,4,4,3,2,1,,,,,,,,,,1,,2,1,3,3,,,,,,,,,,,,,,,,,,3,,6,3,3,2,1,2,2,2,,1,1,3,2,3,1,,,,1,2,2,3,
39.46428,1,4,1,1,2,2,4,7,4,7,3,,,,,,,,,,,,,,,2,4,6,,2,5,4,2,2,3,,6,5,,,,,,,,,,,,,,,1,1,,,1,2,4,4,2,1,1,,2,2,3,,,,,,,,,3,8,3,,2,1,3,4,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,2,1,1,,,,,,,,,,,,,,,,1,2,,4,3,1,,,4,2,4,2,,,,,,,,,,,,,,3,3,9,4,10,5,3,,4,,,,,,,,,,,,,,,,,4,3,9,5,,3,4,,,,1,1,1,2,4,2,,,,,,,,,,2,9,1,1,2,1,1,1,2,4,4,1,2,3,,,,,,,,,,,,3,5,,2,1,,2,,,1,1,1,3,1,2,,5,1,3,,,,,,,4,4,,4,1,4,1,2,,,1,2,3,,,,6,,,4,1,3,,,,1,8,2,1,1,1,2,2,2,1,1,,3,,,,,,,,,,,,,5,1,5,1,3,1,3,1,,1,5,,1,13,10,12,,,,,,,,,,,,6,,2,12,7,4,1,1,1,1,8,2,2,,2,,,,,,,,,2,,,3,,,1,3,1,,5,4,2,4,,,,,,,,,,,,,,4,2,1,2,4,2,4,,1,1,1,3,2,,1,1,1,,,,,,,1,,4,4,4,4,1,,1,1,1,4,5,,,,,,,,,,,,,,1,1,1,5,1,1,1,5,,2,,6,4,4,3,2,1,,,,,,,,,,1,,2,1,3,3,,,,,,,,,,,,,,,,,,3,,6,3,3,2,1,2,2,2,,1,1,1,2,3,,,,,1,2,2,3,
39.77502,1,6,1,1,2,2,4,7,4,7,3,,,,,,,,,,,,,,,2,6,5,,2,4,5,2,2,3,,6,5,,,,,,,,,,,,,,,1,1,,,1,3,4,4,2,1,1,,2,2,3,,,,,,,,,3,9,3,,2,1,2,2,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,2,1,1,,,,,,,,,,,,,,,,1,2,,6,3,1,,,4,2,4,2,,,,,,,,,,,,,,3,5,9,3,13,5,3,,4,,,,,,,,,,,,,,,,,4,3,6,5,,3,4,,,,1,1,1,2,4,2,,,,,,,,,,2,10,4,1,2,,1,1,5,4,4,1,2,2,,,,,,,,,,,,2,5,,2,1,,1,,,1,1,1,4,1,3,,5,1,3,,,,,,,4,4,,4,1,4,1,2,,,1,2,4,,,,6,,,4,1,3,,,,1,7,3,,1,1,2,3,2,1,1,,3,,,,,,,,,,,,,5,1,5,1,,1,2,1,,1,5,,1,11,10,8,,,,,,,,,,,,3,,2,12,9,4,1,1,1,1,8,1,2,,2,,,,,,,,,2,,,2,,,1,3,1,,5,4,2,4,,,,,,,,,,,,,,4,2,1,2,5,2,4,,1,1,1,3,2,,1,1,1,,,,,,,1,,3,4,4,4,1,,1,1,1,4,5,,,,,,,,,,,,,,1,0,1,5,1,1,1,5,,2,,6,4,4,3,2,1,,,,,,,,,,1,,2,1,3,3,,,,,,,,,,,,,,,,,,3,,6,3,3,2,1,2,2,2,,1,1,1,2,3,,,,,1,2,2,5,
40.08576,1,7,1,1,2,2,4,6,4,6,3,,,,,,,,,,,,,,,2,3,5,,2,4,5,3,2,3,,6,5,,,,,,,,,,,,,,,1,1,,,1,3,4,4,2,1,1,,2,2,3,,,,,,,,,3,9,2,,2,1,2,2,,,,,,,,,,,,,,,,,,4,,,4,3,4,2,2,,1,,,,,,,,,,,,,,,,1,2,,4,3,1,,,4,1,4,2,,,,,,,,,,,,,,3,4,9,3,14,5,3,,4,,,,,,,,,,,,,,,,,4,3,6,5,,3,3,,,,1,1,1,2,4,3,,,,,,,,,,2,7,2,1,1,,1,1,6,4,4,1,2,2,,,,,,,,,,,,2,5,,2,1,,1,,,1,1,1,3,2,3,,5,1,3,,,,,,,4,4,,5,1,4,1,2,,,1,2,4,,,,5,,,6,1,4,,,,1,6,2,,1,1,2,2,2,1,1,,3,,,,,,,,,,,,,5,1,5,1,,1,2,1,,1,6,,1,13,10,8,,,,,,,,,,,,3,,2,8,8,4,1,1,1,1,8,1,2,,2,,,,,,,,,2,,,2,,,1,4,1,,7,3,2,4,,,,,,,,,,,,,,2,2,1,2,6,6,4,,1,1,1,3,2,,1,1,1,,,,,,,1,,3,3,4,4,1,,1,1,1,4,4,,,,,,,,,,,,,,1,2,1,5,1,1,1,5,,1,,6,1,4,3,2,1,,,,,,,,,,1,,2,1,2,4,,,,,,,,,,,,,,,,,,3,,5,3,4,2,1,2,2,4,,1,1,1,2,3,,,,,1,2,2,3,
40.39651,1,6,1,1,2,2,4,6,4,6,3,,,,,,,,,,,,,,,2,3,5,,2,4,5,1,2,3,,6,5,,,,,,,,,,,,,,,1,1,,,1,2,4,4,2,1,1,,2,2,3,,,,,,,,,3,9,2,,3,1,2,2,,,,,,,,,,,,,,,,,,3,,,4,3,3,2,2,,1,,,,,,,,,,,,,,,,2,2,,4,5,1,,,4,1,4,2,,,,,,,,,,,,,,3,4,9,3,16,5,3,,4,,,,,,,,,,,,,,,,,4,3,8,5,,3,2,,,,1,1,1,2,3,2,,,,,,,,,,2,7,,1,1,,1,1,5,4,4,1,2,2,,,,,,,,,,,,2,5,,2,1,,1,,,1,1,1,3,1,3,,5,1,2,,,,,,,4,4,,5,1,4,1,2,,,1,2,4,,,,5,,,5,2,4,,,,1,6,2,,1,1,3,2,2,1,1,,4,,,,,,,,,,,,,5,1,5,1,,1,2,1,,1,6,,1,8,14,6,,,,,,,,,,,,4,,2,8,7,6,1,1,1,1,6,1,2,,2,,,,,,,,,2,,,2,,,1,4,2,,5,3,2,3,,,,,,,,,,,,,,2,2,1,4,4,4,4,,1,1,1,3,2,,1,1,1,,,,,,,1,,3,3,5,4,1,,1,1,1,3,4,,,,,,,,,,,,,,1,2,1,8,1,1,1,5,,1,,6,1,4,3,2,1,,,,,,,,,,1,,2,1,2,4,,,,,,,,,,,,,,,,,,3,,4,3,4,2,1,4,2,3,,1,2,1,2,3,,,,,1,2,2,3,
40.70725,1,6,,1,2,8,6,6,3,8,5,,,,,,,,,,,,,,,2,3,5,,2,4,5,,2,3,,6,5,,,,,,,,,,,,,,,1,1,,,1,2,4,4,2,1,1,,2,2,3,,,,,,,,,3,9,2,,3,1,2,2,,,,,,,,,,,,,,,,,,3,,,4,3,3,2,2,,1,,,,,,,,,,,,,,,,1,2,,4,7,1,,,5,1,3,2,,,,,,,,,,,,,,3,4,8,3,20,6,3,,4,,,,,,,,,,,,,,,,,4,3,6,4,,3,2,,,,1,1,1,3,3,2,,,,,,,,,,2,7,,1,1,,1,1,5,4,4,1,2,2,,,,,,,,,,,,2,6,,2,1,,1,,,1,1,1,3,1,2,,5,1,2,,,,,,,5,4,,5,1,4,1,2,,,1,2,4,,,,5,,,8,2,5,,,,1,5,2,,1,1,2,2,2,1,1,,4,,,,,,,,,,,,,5,1,5,1,,1,2,1,,1,6,,1,7,9,9,,,,,,,,,,,,4,,2,10,7,6,1,1,1,1,6,1,2,,2,,,,,,,,,2,,,2,,,1,2,2,,5,3,2,3,,,,,,,,,,,,,,2,2,1,2,4,2,4,,1,1,1,3,2,,1,1,1,,,,,,,1,,3,4,5,4,1,,1,1,1,3,4,,,,,,,,,,,,,,1,2,1,6,1,1,1,5,,1,,7,1,4,3,2,1,,,,,,,,,,1,,2,1,2,4,,,,,,,,,,,,,,,,,,3,,4,3,4,2,1,4,2,2,,1,2,1,2,3,,,,,1,2,2,3,
